ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,description
TKT-009618,CUST-01773,2025-05-15 17:00:00,billing,high,resolved,38.3,Payment processing error reported — double charge on credit card.
TKT-009619,CUST-02473,2025-06-06 15:00:00,cancellation,high,resolved,15.8,Customer threatening to cancel unless given a better rate.
TKT-009620,CUST-03794,2025-02-04 16:00:00,technical,medium,resolved,46.0,Email service not syncing on mobile device.
TKT-009621,CUST-00046,2025-08-07 14:00:00,billing,medium,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-009622,CUST-01412,2025-08-05 08:00:00,billing,medium,resolved,31.1,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-009623,CUST-00377,2025-09-18 11:00:00,technical,high,resolved,38.6,Intermittent internet connectivity — customer reports frequent drops.
TKT-009624,CUST-01059,2025-03-27 17:00:00,technical,low,resolved,37.4,DNS resolution failures reported across multiple devices.
TKT-009625,CUST-03806,2025-08-31 17:00:00,technical,medium,resolved,26.0,VoIP call quality degradation — choppy audio and latency.
TKT-009626,CUST-01444,2025-11-10 09:00:00,technical,low,resolved,42.9,VoIP call quality degradation — choppy audio and latency.
TKT-009627,CUST-02028,2025-12-25 15:00:00,technical,medium,open,,VoIP call quality degradation — choppy audio and latency.
TKT-009628,CUST-02604,2025-03-19 17:00:00,upgrade,high,open,,Customer wants to upgrade from DSL to fiber optic service.
TKT-009629,CUST-03971,2025-03-14 14:00:00,billing,low,resolved,21.3,Late fee dispute — customer says payment was submitted on time.
TKT-009630,CUST-03725,2025-11-22 09:00:00,general,critical,open,,Customer requesting update to account contact information.
TKT-009631,CUST-04004,2025-09-19 09:00:00,general,medium,open,,Question about service availability at a new address.
TKT-009632,CUST-00443,2025-12-19 14:00:00,general,medium,escalated,,General inquiry about contract renewal terms.
TKT-009633,CUST-04862,2025-07-13 10:00:00,cancellation,medium,open,,Account cancellation requested — switching to competitor.
TKT-009634,CUST-00004,2025-09-30 19:00:00,cancellation,high,resolved,112.5,Requesting cancellation due to pricing — found cheaper alternative.
TKT-009635,CUST-04553,2025-08-24 14:00:00,cancellation,critical,resolved,29.9,Customer frustrated with service quality and wants to terminate.
TKT-009636,CUST-01288,2025-10-14 14:00:00,billing,critical,resolved,16.6,Customer confused about taxes and surcharges on bill.
TKT-009637,CUST-00398,2025-01-26 19:00:00,billing,low,escalated,,Customer confused about taxes and surcharges on bill.
TKT-009638,CUST-01822,2025-11-27 11:00:00,technical,critical,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-009639,CUST-00895,2025-04-29 17:00:00,technical,high,resolved,5.6,Email service not syncing on mobile device.
TKT-009640,CUST-00554,2025-05-05 10:00:00,cancellation,high,escalated,,Account cancellation requested — switching to competitor.
TKT-009641,CUST-01233,2025-10-01 16:00:00,technical,low,resolved,36.6,Intermittent internet connectivity — customer reports frequent drops.
TKT-009642,CUST-00608,2025-07-13 18:00:00,billing,medium,resolved,2.8,Request to change billing date to align with pay schedule.
TKT-009643,CUST-02606,2025-12-22 12:00:00,cancellation,critical,escalated,,Customer threatening to cancel unless given a better rate.
TKT-009644,CUST-03948,2025-03-14 09:00:00,cancellation,high,escalated,,Customer threatening to cancel unless given a better rate.
TKT-009645,CUST-01760,2025-12-23 13:00:00,general,medium,resolved,39.1,Customer asking about available loyalty rewards.
TKT-009646,CUST-01239,2025-09-22 09:00:00,technical,medium,resolved,5.9,Email service not syncing on mobile device.
TKT-009647,CUST-02964,2025-05-19 10:00:00,general,high,resolved,49.8,Request for copy of service agreement.
TKT-009648,CUST-02302,2025-07-11 11:00:00,technical,medium,resolved,12.4,Intermittent internet connectivity — customer reports frequent drops.
TKT-009649,CUST-02796,2025-07-14 09:00:00,cancellation,critical,resolved,46.3,Account cancellation requested — switching to competitor.
TKT-009650,CUST-01941,2025-11-20 14:00:00,upgrade,low,resolved,188.8,Customer wants to upgrade from DSL to fiber optic service.
TKT-009651,CUST-00467,2025-04-12 11:00:00,billing,critical,resolved,23.1,Customer asking about proration after mid-cycle plan change.
TKT-009652,CUST-03042,2025-02-25 17:00:00,billing,low,resolved,3.0,Request to change billing date to align with pay schedule.
TKT-009653,CUST-02882,2025-12-01 18:00:00,billing,medium,resolved,17.0,Late fee dispute — customer says payment was submitted on time.
TKT-009654,CUST-01202,2025-07-10 13:00:00,cancellation,high,escalated,,Customer wants to cancel service — moving to a new provider.
TKT-009655,CUST-01498,2025-03-18 08:00:00,general,low,open,,Question about service availability at a new address.
TKT-009656,CUST-01682,2025-10-03 11:00:00,upgrade,medium,resolved,10.0,Customer exploring premium channel add-on options.
TKT-009657,CUST-00752,2025-03-25 14:00:00,general,medium,escalated,,Customer asking about available loyalty rewards.
TKT-009658,CUST-03436,2025-03-05 19:00:00,upgrade,critical,resolved,10.6,Request to add international calling to phone plan.
TKT-009659,CUST-02751,2025-09-10 15:00:00,technical,medium,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-009660,CUST-04640,2025-09-08 16:00:00,cancellation,critical,resolved,34.2,Account cancellation requested — switching to competitor.
TKT-009661,CUST-02791,2025-04-10 19:00:00,technical,low,resolved,71.9,VoIP call quality degradation — choppy audio and latency.
TKT-009662,CUST-03953,2025-10-14 09:00:00,general,medium,open,,Request for copy of service agreement.
TKT-009663,CUST-04548,2025-11-04 08:00:00,technical,high,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-009664,CUST-02264,2025-06-05 17:00:00,technical,low,resolved,11.0,Email service not syncing on mobile device.
TKT-009665,CUST-04636,2025-01-02 14:00:00,cancellation,high,open,,Customer threatening to cancel unless given a better rate.
TKT-009666,CUST-01984,2025-10-12 15:00:00,general,medium,resolved,9.9,Customer inquiring about referral program benefits.
TKT-009667,CUST-02877,2025-07-06 14:00:00,billing,medium,open,,Request to change billing date to align with pay schedule.
TKT-009668,CUST-00455,2025-12-05 15:00:00,technical,high,resolved,14.0,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-009669,CUST-04243,2025-08-14 09:00:00,general,low,escalated,,Customer asking about available loyalty rewards.
TKT-009670,CUST-03489,2025-03-19 16:00:00,general,low,resolved,4.5,Customer asking about available loyalty rewards.
TKT-009671,CUST-02584,2025-10-08 08:00:00,cancellation,high,resolved,4.6,Customer frustrated with service quality and wants to terminate.
TKT-009672,CUST-02889,2025-05-23 17:00:00,general,low,resolved,35.4,Customer inquiring about referral program benefits.
TKT-009673,CUST-03139,2025-10-27 16:00:00,billing,medium,escalated,,Payment processing error reported — double charge on credit card.
TKT-009674,CUST-02570,2025-10-25 08:00:00,technical,medium,resolved,30.0,Router not connecting after power outage — needs reset instructions.
TKT-009675,CUST-03269,2025-01-18 12:00:00,general,medium,resolved,36.6,Customer inquiring about referral program benefits.
TKT-009676,CUST-04988,2025-08-04 10:00:00,technical,medium,escalated,,Email service not syncing on mobile device.
TKT-009677,CUST-01538,2025-01-04 10:00:00,technical,medium,resolved,47.3,Intermittent internet connectivity — customer reports frequent drops.
TKT-009678,CUST-01167,2025-03-11 12:00:00,general,low,resolved,53.3,General inquiry about contract renewal terms.
TKT-009679,CUST-04587,2025-12-30 17:00:00,upgrade,low,escalated,,Request to add international calling to phone plan.
TKT-009680,CUST-04104,2025-01-21 11:00:00,upgrade,high,resolved,20.5,Customer exploring premium channel add-on options.
TKT-009681,CUST-03956,2025-10-12 19:00:00,billing,medium,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-009682,CUST-01561,2025-10-07 17:00:00,general,low,resolved,26.8,Question about service availability at a new address.
TKT-009683,CUST-02504,2025-09-10 18:00:00,technical,high,resolved,21.1,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-009684,CUST-01748,2025-01-05 19:00:00,general,high,resolved,15.6,Customer asking about available loyalty rewards.
TKT-009685,CUST-04879,2025-04-07 16:00:00,upgrade,medium,escalated,,Request to add international calling to phone plan.
TKT-009686,CUST-03033,2025-09-18 12:00:00,technical,low,resolved,36.0,Customer unable to stream video — buffering issues during peak hours.
TKT-009687,CUST-04609,2025-01-20 14:00:00,cancellation,critical,resolved,12.5,Customer wants to cancel service — moving to a new provider.
TKT-009688,CUST-03138,2025-03-29 17:00:00,technical,low,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-009689,CUST-01748,2025-06-01 08:00:00,upgrade,medium,escalated,,Inquiry about bundle discount for adding mobile service.
TKT-009690,CUST-00110,2025-10-26 08:00:00,billing,low,resolved,23.4,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-009691,CUST-02578,2025-05-01 16:00:00,technical,low,resolved,39.1,Slow download speeds not matching subscribed plan tier.
TKT-009692,CUST-01354,2025-05-23 10:00:00,cancellation,medium,open,,Customer wants to cancel service — moving to a new provider.
TKT-009693,CUST-04864,2025-01-30 14:00:00,technical,low,resolved,37.2,VoIP call quality degradation — choppy audio and latency.
TKT-009694,CUST-00492,2025-07-17 18:00:00,upgrade,medium,escalated,,Request to add international calling to phone plan.
TKT-009695,CUST-02446,2025-10-25 19:00:00,technical,medium,resolved,12.9,Intermittent internet connectivity — customer reports frequent drops.
TKT-009696,CUST-01411,2025-05-28 11:00:00,technical,low,resolved,17.7,Slow download speeds not matching subscribed plan tier.
TKT-009697,CUST-00441,2025-01-25 15:00:00,billing,medium,resolved,86.3,Request to change billing date to align with pay schedule.
TKT-009698,CUST-04239,2025-10-26 12:00:00,technical,medium,resolved,7.8,Email service not syncing on mobile device.
TKT-009699,CUST-03287,2025-03-15 14:00:00,billing,low,resolved,2.7,Customer inquired about unexpected charge on their latest bill.
TKT-009700,CUST-04119,2025-01-17 18:00:00,cancellation,critical,open,,Account cancellation requested — switching to competitor.
TKT-009701,CUST-04860,2025-01-02 13:00:00,upgrade,high,escalated,,Request to add international calling to phone plan.
TKT-009702,CUST-00412,2025-02-14 17:00:00,billing,medium,open,,Payment processing error reported — double charge on credit card.
TKT-009703,CUST-01446,2025-04-14 14:00:00,general,low,resolved,5.3,Customer inquiring about referral program benefits.
TKT-009704,CUST-02745,2025-05-02 08:00:00,billing,medium,resolved,37.2,Customer inquired about unexpected charge on their latest bill.
TKT-009705,CUST-00610,2025-01-06 15:00:00,general,medium,resolved,10.2,Customer inquiring about referral program benefits.
TKT-009706,CUST-04134,2025-06-04 08:00:00,technical,medium,resolved,10.1,Slow download speeds not matching subscribed plan tier.
TKT-009707,CUST-02823,2025-02-15 08:00:00,technical,high,escalated,,Router not connecting after power outage — needs reset instructions.
TKT-009708,CUST-04278,2025-10-19 17:00:00,upgrade,medium,escalated,,Inquiry about bundle discount for adding mobile service.
TKT-009709,CUST-01836,2025-01-08 13:00:00,cancellation,medium,resolved,53.0,Account cancellation requested — switching to competitor.
TKT-009710,CUST-03957,2025-07-29 17:00:00,general,low,resolved,11.0,Customer asking about available loyalty rewards.
TKT-009711,CUST-04801,2025-03-06 16:00:00,upgrade,low,open,,Customer interested in upgrading to a faster internet tier.
TKT-009712,CUST-00958,2025-04-28 13:00:00,technical,medium,resolved,4.5,Email service not syncing on mobile device.
TKT-009713,CUST-03055,2025-04-26 13:00:00,general,low,resolved,8.5,Question about service availability at a new address.
TKT-009714,CUST-03449,2025-11-28 14:00:00,billing,medium,resolved,22.8,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-009715,CUST-04402,2025-07-17 18:00:00,cancellation,high,escalated,,Customer wants to cancel service — moving to a new provider.
TKT-009716,CUST-04090,2025-12-03 09:00:00,technical,low,resolved,46.5,VoIP call quality degradation — choppy audio and latency.
TKT-009717,CUST-01025,2025-05-07 18:00:00,billing,medium,resolved,20.4,Customer requesting breakdown of charges on monthly statement.
TKT-009718,CUST-02893,2025-07-23 17:00:00,cancellation,high,resolved,29.0,Account cancellation requested — switching to competitor.
TKT-009719,CUST-03325,2025-04-02 15:00:00,billing,high,resolved,12.6,Customer asking about proration after mid-cycle plan change.
TKT-009720,CUST-04141,2025-06-04 14:00:00,technical,medium,resolved,42.3,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-009721,CUST-02239,2025-09-30 15:00:00,technical,low,open,,VoIP call quality degradation — choppy audio and latency.
TKT-009722,CUST-04670,2025-07-24 16:00:00,technical,low,resolved,3.2,Router not connecting after power outage — needs reset instructions.
TKT-009723,CUST-03326,2025-05-26 09:00:00,technical,medium,resolved,11.9,Slow download speeds not matching subscribed plan tier.
TKT-009724,CUST-04757,2025-04-12 16:00:00,technical,medium,resolved,54.8,Router not connecting after power outage — needs reset instructions.
TKT-009725,CUST-01050,2025-04-18 11:00:00,cancellation,high,resolved,52.0,Customer frustrated with service quality and wants to terminate.
TKT-009726,CUST-00956,2025-06-22 19:00:00,cancellation,critical,resolved,5.8,Account cancellation requested — switching to competitor.
